Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
0.0,Wed Jun 06 11:20:19 +0000 2018,1.0,0.0,0.0,Lucas Warren was named the newest poster baby for Gerber baby food earlier this year; now he's in the spotlight aga… https://t.co/k05jk4bEQX,51,CBS News
0.0,Wed Jun 06 11:17:16 +0000 2018,1.0,0.0,0.0,RT @CBSThisMorning: Many of the online tributes to Kate Spade have raised awareness for mental health. If you or someone you know needs hel…,52,CBS News
-0.4215,Wed Jun 06 11:16:56 +0000 2018,0.686,0.201,0.113,Guatemala's disaster agency ordered new evacuations over a sudden increase in volcanic activity after Sunday's dead… https://t.co/SezrgpdGNf,53,CBS News
0.0,Wed Jun 06 11:13:52 +0000 2018,1.0,0.0,0.0,They're still counting votes following a series of primary elections that could determine who controls Congress nex… https://t.co/1K9oxvmXzf,54,CBS News
0.4215,Wed Jun 06 11:10:43 +0000 2018,0.865,0.0,0.135,"The federal commission on school safety will hold its first public forum in Washington. Its chairman, Education Sec… https://t.co/GxIi0WXr7R",55,CBS News
-0.8316,Wed Jun 06 11:10:29 +0000 2018,0.685,0.315,0.0,"Martese Edwards, a government contractor, was arrested for attempted murder when he showed up for work at the White… https://t.co/8RSUTXSxR2",56,CBS News
-0.3182,Wed Jun 06 11:06:31 +0000 2018,0.892,0.108,0.0,Kate Spade's sister says the fashion designer may have taken her own life because of a struggle with mental illness… https://t.co/G7M7jPqjGM,57,CBS News
0.7269,Wed Jun 06 11:00:01 +0000 2018,0.724,0.0,0.276,"Philippine President Rodrigo Duterte is defending an onstage kiss during a trip to South Korea: ""We enjoyed it""… https://t.co/JgY7xDULI8",58,CBS News
0.0,Wed Jun 06 10:54:02 +0000 2018,1.0,0.0,0.0,"RT @CBSThisMorning: WATCH: Here's a preview of what to expect on @CBSThisMorning, next at 7 a.m. https://t.co/szjAxmJURB",59,CBS News
0.0,Wed Jun 06 10:44:53 +0000 2018,1.0,0.0,0.0,COMING UP: The woman punched by police on a New Jersey beach gives her first TV interview to @CBSThisMorning and re… https://t.co/OHQqhw4xJQ,60,CBS News
0.4215,Wed Jun 06 10:41:34 +0000 2018,0.877,0.0,0.123,The co-founder of the popular meditation app @Headspace is in Studio 57 with his effort to bring mindfulness to the… https://t.co/ZY3TPUPhEJ,61,CBS News
-0.4588,Wed Jun 06 10:39:52 +0000 2018,0.678,0.225,0.097,Frightened people living near Guatemala's Volcano of Fire fled with their children and few possessions when fresh f… https://t.co/iAiyE01qN4,62,CBS News
0.296,Wed Jun 06 10:28:04 +0000 2018,0.885,0.0,0.115,"RT @CBSThisMorning: THIS MORNING: 
🔜@edokeefe discusses primary results
🔜@Headspace Co-founder and Chief Science Officer join us in Studio…",63,CBS News
0.3182,Wed Jun 06 10:19:56 +0000 2018,0.859,0.0,0.141,"North Korea expert has a message for President Trump: ""Please listen to your advisers"" https://t.co/eqtQCoF5rH https://t.co/hKUvzNQ04q",64,CBS News
-0.7717,Wed Jun 06 10:03:04 +0000 2018,0.544,0.456,0.0,Stars mourn Kate Spade's death on social media https://t.co/a75XNqStO9 https://t.co/H5b0LvFRkl,65,CBS News
-0.1551,Wed Jun 06 09:48:03 +0000 2018,0.76,0.139,0.101,"Indiana middle school shooting suspect not being charged as adult, prosecutors say https://t.co/3lxTJIjSMt https://t.co/FKIHTi50xy",66,CBS News
-0.4404,Wed Jun 06 09:33:04 +0000 2018,0.791,0.209,0.0,"Elk attacks another woman at Yellowstone National Park, authorities say https://t.co/yBvTZLQinr https://t.co/cs3lq7l1kM",67,CBS News
0.4215,Wed Jun 06 09:18:04 +0000 2018,0.781,0.0,0.219,"Scott Pruitt had aide ask about Chick-fil-A ""business opportunity"" https://t.co/Edf6yKUCWY https://t.co/F7DqsWBnVr",68,CBS News
-0.4767,Wed Jun 06 09:03:04 +0000 2018,0.78,0.22,0.0,"Philadelphia mayor calls Trump a ""tyrant"" after White House snubs Eagles https://t.co/D8h7AMazc7 https://t.co/hv6wOJhFqh",69,CBS News
0.34,Wed Jun 06 08:48:04 +0000 2018,0.821,0.0,0.179,Social Security says system's costs will exceed income this year https://t.co/GeEEMRzkj0 https://t.co/t3VnoOHYyS,70,CBS News
-0.5859,Wed Jun 06 08:33:04 +0000 2018,0.676,0.324,0.0,FBI agent whose gun accidentally went off in nightclub identified https://t.co/mdjjT4mlZl https://t.co/J3yPtuSDQx,71,CBS News
-0.5574,Wed Jun 06 08:18:03 +0000 2018,0.463,0.352,0.185,Secret Service arrests White House contractor with outstanding attempted murder warrant https://t.co/gtA0FC9Ya4 https://t.co/mWFKUj8JFe,72,CBS News
-0.7579,Wed Jun 06 08:03:03 +0000 2018,0.629,0.371,0.0,Suspect shot by police after infant found dead in hotel freezer https://t.co/zcutRJzF5u https://t.co/aLFmWyJJXp,73,CBS News
0.0,Wed Jun 06 07:48:03 +0000 2018,1.0,0.0,0.0,Deer caught on video tackling man on the highway in close call https://t.co/7XcCVIWaah https://t.co/CR5L8iWA5x,74,CBS News
0.0,Wed Jun 06 07:33:03 +0000 2018,1.0,0.0,0.0,"New Horizons Pluto probe wakes up, on course for New Year's Day flyby https://t.co/z8ueRIRl2s https://t.co/TUSaW4osoN",75,CBS News
-0.5106,Wed Jun 06 07:18:03 +0000 2018,0.784,0.216,0.0,"Kelly Sadler, White House aide who insulted John McCain, is out https://t.co/bK5a7BqFbJ https://t.co/YiZ1zIWtCE",76,CBS News
0.1027,Wed Jun 06 07:03:04 +0000 2018,0.676,0.149,0.176,"No evidence sex robots have any health benefits, report says https://t.co/JtHgBHDX3M https://t.co/7wUBVVUthj",77,CBS News
-0.4215,Wed Jun 06 06:48:03 +0000 2018,0.703,0.297,0.0,Target workers accused of forcing woman to expose herself https://t.co/ZalUhq42U5 https://t.co/B6HSBBLT5n,78,CBS News
0.0,Wed Jun 06 06:33:04 +0000 2018,1.0,0.0,0.0,Fans react to Trump canceling White House event for Philadelphia Eagles https://t.co/gyMHK66dJ4 https://t.co/FjfugXr5Ai,79,CBS News
-0.6597,Wed Jun 06 06:18:04 +0000 2018,0.714,0.286,0.0,"""Horrific death"": New details on woman's hotel drowning during hurricane https://t.co/YvCYfJwGsI https://t.co/S30B1oSUrf",80,CBS News
0.3182,Wed Jun 06 06:06:01 +0000 2018,0.874,0.0,0.126,Republican John Cox secures his place in the California gubernatorial election alongside democrat Gavin Newsom. To… https://t.co/7Qz4gqdv5f,81,CBS News
0.0258,Wed Jun 06 05:19:33 +0000 2018,0.795,0.1,0.105,SWAT Team called to home of Parkland shooting survivor and gun control activist David Hogg due to prank call. Hogg… https://t.co/LwYRx6UueU,82,CBS News
0.4939,Wed Jun 06 04:50:01 +0000 2018,0.824,0.0,0.176,The first and newest Gerber babies reunited for an adorable photo that went viral. https://t.co/REy3PdjcW8 https://t.co/OjTFg0ZMWa,83,CBS News
0.0,Wed Jun 06 04:28:52 +0000 2018,1.0,0.0,0.0,Democratic gubernatorial candidate Gavin Newsom advances to the November election in California.… https://t.co/tHLblThqda,84,CBS News
0.5719,Wed Jun 06 04:02:51 +0000 2018,0.85,0.0,0.15,Rep. Kristi Noem has won the GOP primary race for South Dakota Governor. The AP projects she will run against presu… https://t.co/DxoiMe3tI4,85,CBS News
0.5719,Wed Jun 06 03:48:56 +0000 2018,0.812,0.0,0.188,"Democratic Sen. Dianne Feinstein wins her party's California primary advancing to the general election and, possibl… https://t.co/nXYl2YuVLt",86,CBS News
0.0,Wed Jun 06 03:34:29 +0000 2018,1.0,0.0,0.0,"“There's a lot of women who decided they could meet a threshold of raising money,” says @LeslieSanchez of the recor… https://t.co/0Q0fvaZyez",87,CBS News
0.128,Wed Jun 06 03:00:41 +0000 2018,0.795,0.092,0.113,"Polls are now closed in California, where the unusual ""jungle primary"" means that one party could have no options o… https://t.co/4qx1rJiTEn",88,CBS News
0.5859,Wed Jun 06 03:00:00 +0000 2018,0.833,0.0,0.167,"Des Moines businessman Fred Hubbell as winner in the Iowa Democratic primary for governor, according to the AP. He… https://t.co/IitYBNGtAf",89,CBS News
0.0,Wed Jun 06 02:45:25 +0000 2018,1.0,0.0,0.0,"“Yes California is a big state, most anti-Trump state in the country. But where there are Republicans they are just… https://t.co/79oxm86fus",90,CBS News
-0.5423,Wed Jun 06 02:41:32 +0000 2018,0.821,0.179,0.0,"Snafu in Los Angeles County complicates #CaliforniaPrimary2018 as ""random issue"" leaves more than 100,000 voters of… https://t.co/4IHKRJXjt3",91,CBS News
0.0,Wed Jun 06 02:29:15 +0000 2018,1.0,0.0,0.0,The general election ballot is set in the U.S. Senate race in New Mexico: It’s Democratic Sen. Martin Heinrich vers… https://t.co/yXrdRCVHcu,92,CBS News
-0.4019,Wed Jun 06 02:19:04 +0000 2018,0.87,0.13,0.0,"""Our latest CBS News Battleground Tracker shows if the election were held today nationally, the House would effecti… https://t.co/MUbHvNcCrF",93,CBS News
-0.8689,Wed Jun 06 02:14:38 +0000 2018,0.683,0.317,0.0,Renowned designer Kate Spade was found dead this morning in New York City of apparent suicide. Here’s a look back a… https://t.co/r6lASu8GZe,94,CBS News
0.4019,Wed Jun 06 02:00:34 +0000 2018,0.863,0.0,0.137,The AP has called the Republican primary race for Senate in favor of Mississippi Sen. Roger Wicker.… https://t.co/BMUhc9jvti,95,CBS News
-0.4063,Wed Jun 06 01:51:57 +0000 2018,0.843,0.157,0.0,"“If Democrats cannot flip a number of these seats, it presents an obstacle in terms of taking the House back in Nov… https://t.co/JoYY1nlOl4",96,CBS News
0.0,Wed Jun 06 01:44:51 +0000 2018,1.0,0.0,0.0,"The Associated Press called the Democratic Senate primary for incumbent Sen. Bob Menendez, although the race was a… https://t.co/uczUVKQyzd",97,CBS News
0.0,Wed Jun 06 01:37:32 +0000 2018,1.0,0.0,0.0,"Democratic Rep. Keith Ellison, the vice chairman of the Democratic National Committee, announced he's running for a… https://t.co/ExNGq2TPlK",98,CBS News
0.4728,Wed Jun 06 01:14:22 +0000 2018,0.844,0.0,0.156,"“As far as the top of the ticket in November, the U.S. Senate race, there is a very small chance that Bob Hugin is… https://t.co/ucZ859s0R3",99,CBS News
0.5267,Wed Jun 06 01:00:28 +0000 2018,0.861,0.0,0.139,Democrats will need to flip 23 seats in Republican-held districts in order to gain control of the House in 2018. CB… https://t.co/m7LxRkTJdC,100,CBS News
0.0,Wed Jun 06 19:33:33 +0000 2018,1.0,0.0,0.0,"Army prototypes new self-powering 'Iron Man' soldier suits.
https://t.co/T57D4DJuTh",1,Fox News
0.5106,Wed Jun 06 19:23:34 +0000 2018,0.798,0.0,0.202,Who is John Cox? 3 things to know about the Republican California governor hopeful. https://t.co/ELRROn5jlf,2,Fox News
-0.1027,Wed Jun 06 19:17:54 +0000 2018,0.915,0.085,0.0,"DOJ fires back at Dems' claim of political bias over immigration judge hiring - via @brookefoxnews 
https://t.co/a12qLY8Kn6",3,Fox News
0.0,Wed Jun 06 19:15:30 +0000 2018,1.0,0.0,0.0,Florida's 'city of the future' is the first solar-powered town in America. https://t.co/F53RUT2hPq,4,Fox News
0.6486,Wed Jun 06 19:10:21 +0000 2018,0.675,0.0,0.325,"Delaware boy dreams of becoming a police officer after a trooper helps his family.
https://t.co/WECrKqh7RH",5,Fox News
0.7684,Wed Jun 06 19:04:56 +0000 2018,0.761,0.0,0.239,".@POTUS on @FLOTUS during a @FEMA briefing: ""She went through a little rough patch, but she's doing great and we're… https://t.co/5QXbBVHcte",6,Fox News
-0.7717,Wed Jun 06 19:00:00 +0000 2018,0.642,0.358,0.0,Illegal immigrant making pizza delivery at New York's Fort Hamilton arrested by ICE https://t.co/9w0ZJ0aAXt,7,Fox News
0.0,Wed Jun 06 18:51:24 +0000 2018,1.0,0.0,0.0,RT @foxnewscareers: Fox News is partnering with Facebook Watch to provide viewers with high quality and timely news. If you're a Content Pr…,8,Fox News
0.0,Wed Jun 06 18:46:43 +0000 2018,1.0,0.0,0.0,".@stevestivers on California primaries: ""We tested our turnout messages, and they worked. We had more Republican tu… https://t.co/N2qSqI7Zia",9,Fox News
0.0,Wed Jun 06 18:41:07 +0000 2018,1.0,0.0,0.0,".@GavinNewsom to face John Cox in California governor's race in November. @pdoocy has the story from Del Mar, Calif… https://t.co/Jzr9rUD9J9",10,Fox News
0.4939,Wed Jun 06 18:40:16 +0000 2018,0.833,0.0,0.167,"Before signing the VA Mission Act of 2018 today, President @realDonaldTrump praised America's veterans and promised… https://t.co/JdCG3SWGHO",11,Fox News
0.7184,Wed Jun 06 18:37:15 +0000 2018,0.684,0.0,0.316,"San Diego Padres fan catches foul ball in beer cup, celebrates by chugging drink  https://t.co/qmzMW3MISE",12,Fox News
-0.8481,Wed Jun 06 18:34:42 +0000 2018,0.675,0.325,0.0,".@POTUS on trade: ""We have the worst deals ever made. NAFTA is a disaster. World Trade Organization is a disaster."" https://t.co/U3TkJ6DN4k",13,Fox News
0.0,Wed Jun 06 18:24:03 +0000 2018,1.0,0.0,0.0,".@POTUS: ""We have $1.6 billion being spent on phase one of the wall."" https://t.co/fwK0CQxlrd",14,Fox News
0.2732,Wed Jun 06 18:22:41 +0000 2018,0.811,0.0,0.189,".@POTUS: ""We're now exporting energy for the first time."" https://t.co/3u9wim7HF3",15,Fox News
-0.4215,Wed Jun 06 18:19:43 +0000 2018,0.714,0.183,0.103,".@POTUS: ""We have the worst trade deals ever made and we're gonna have now fair trade deals."" https://t.co/Oqp6JNC2PZ",16,Fox News
0.0,Wed Jun 06 18:18:19 +0000 2018,1.0,0.0,0.0,.@POTUS and @FLOTUS participate in a FEMA Hurricane briefing.  https://t.co/NbfBlPj0jr,17,Fox News
0.0,Wed Jun 06 18:13:05 +0000 2018,1.0,0.0,0.0,.@SenTedCruz/@SenAlexander survey of priorities. @dailybriefing https://t.co/7G9a0p6BV5,18,Fox News
0.4404,Wed Jun 06 18:11:58 +0000 2018,0.805,0.0,0.195,".@tedcruz: ""In the last year and a half we've accomplished a tremendous amount."" @dailybriefing https://t.co/urRb8y2y8s",19,Fox News
0.5859,Wed Jun 06 18:05:00 +0000 2018,0.826,0.0,0.174,"Nevada girl, 10, honored for shielding her young relatives from barrage of gunfire in Walmart parking lot (via… https://t.co/oTQJ29a2j2",20,Fox News
-0.296,Wed Jun 06 18:02:23 +0000 2018,0.845,0.155,0.0,Teacher removed from school after being accused of taking bribes from students. https://t.co/KUCK7qrjZG,21,Fox News
0.0,Wed Jun 06 17:49:26 +0000 2018,1.0,0.0,0.0,".@newtgingrich: ""It's a traffic jam [@TheDemocrats] created."" #OutnumberedOT https://t.co/h1UrQ0vBaG",22,Fox News
-0.8176,Wed Jun 06 17:45:15 +0000 2018,0.615,0.385,0.0,Woman pleads guilty to making up rape allegations against two college football players https://t.co/tNyBNuwGvI,23,Fox News
0.0,Wed Jun 06 17:34:05 +0000 2018,1.0,0.0,0.0,Rainbow spotted in crater of Hawaii's Kilauea volcano https://t.co/PE9rSHJX1s,24,Fox News
0.0772,Wed Jun 06 17:31:36 +0000 2018,0.92,0.0,0.08,Moments ago @KimKardashian tweeted out about President @realDonaldTrump commuting the life sentence for Alice Marie… https://t.co/l403p01bMp,25,Fox News
0.25,Wed Jun 06 17:29:38 +0000 2018,0.875,0.0,0.125,"Ex-Dem IT aide Imran Awan poised for plea deal, after months of mysterious delays https://t.co/E7biBroQjy",26,Fox News
0.0,Wed Jun 06 17:16:20 +0000 2018,1.0,0.0,0.0,".@mattgaetz: ""Andrew McCabe was leaking to the @WSJ about the nature of the @HillaryClinton investigation trying to… https://t.co/WxPr4vYQL8",27,Fox News
0.0,Wed Jun 06 17:12:02 +0000 2018,1.0,0.0,0.0,"""They put everything on the line for us, and when they come home, we must do everything that we can possibly do for… https://t.co/gf9YD4VVMI",28,Fox News
0.0,Wed Jun 06 17:05:55 +0000 2018,1.0,0.0,0.0,House Democratic leaders hold a news conference https://t.co/c2z9oGBVlg,29,Fox News
-0.5859,Wed Jun 06 17:05:00 +0000 2018,0.798,0.202,0.0,"""No one who defends our country in uniform should have to fight for their lives when they come back.""

WATCH:… https://t.co/JL8WsrdLKe",30,Fox News
0.0,Wed Jun 06 17:00:01 +0000 2018,1.0,0.0,0.0,".@newtgingrich: ""65% of Californians say that the state's too expensive in terms of cost of living."" #Outnumbered https://t.co/oINfMOvVnX",31,Fox News
0.0772,Wed Jun 06 16:51:28 +0000 2018,0.915,0.0,0.085,BREAKING NEWS: @POTUS commutes sentence of woman serving drug-related life term after @KimKardashian meeting… https://t.co/xqg80RbprU,32,Fox News
0.0,Wed Jun 06 16:49:26 +0000 2018,1.0,0.0,0.0,MOMENTS AGO: President @realDonaldTrump signs V.A. Mission Act of 2018. https://t.co/tQuOhawuzK,33,Fox News
0.0772,Wed Jun 06 16:47:22 +0000 2018,0.92,0.0,0.08,Breaking News: @POTUS commutes sentence of woman serving drug-related life term after Kim Kardashian meeting https://t.co/asGF4W6mHH,34,Fox News
0.0,Wed Jun 06 16:43:15 +0000 2018,1.0,0.0,0.0,".@POTUS: ""They put everything on the line for us, and when they come home, we must do everything that we can possib… https://t.co/OBw00Gbpc1",35,Fox News
0.0,Wed Jun 06 16:40:36 +0000 2018,1.0,0.0,0.0,".@POTUS: ""For 30, 40 years they've been trying to get this done and they haven't been able to and we got it done."" https://t.co/efUH84dlFr",36,Fox News
0.3612,Wed Jun 06 16:38:26 +0000 2018,0.872,0.0,0.128,".@POTUS: ""As a candidate for president, I promised to make reforming the VA one of my absolute highest priorities,… https://t.co/ZW2ZXhwyWp",37,Fox News
-0.5859,Wed Jun 06 16:36:40 +0000 2018,0.798,0.202,0.0,".@POTUS: ""No one who defends our country in uniform should have to fight for their lives when they come back."" https://t.co/KWz2sCbAe9",38,Fox News
0.0,Wed Jun 06 16:32:56 +0000 2018,1.0,0.0,0.0,".@POTUS: ""We got $1.6 billion - we've already started the wall on the Southern border."" https://t.co/Eeo35SgcEN",39,Fox News
0.0,Wed Jun 06 16:31:29 +0000 2018,1.0,0.0,0.0,".@POTUS: ""We just got $700 billion for our military."" https://t.co/tmFkcPrTZK",40,Fox News
0.743,Wed Jun 06 16:30:21 +0000 2018,0.69,0.0,0.31,".@POTUS to veterans: ""You fulfilled your duty to our nation with tremendous loyalty and courage."" https://t.co/N8REK1s1k0",41,Fox News
0.0,Wed Jun 06 16:28:41 +0000 2018,1.0,0.0,0.0,".@POTUS signs the ""VA Mission Act of 2018"" in the Rose Garden at the @WhiteHouse https://t.co/NkLh9PDX37",42,Fox News
0.0,Wed Jun 06 16:28:38 +0000 2018,1.0,0.0,0.0,HAPPENING NOW: @POTUS signs V.A. Mission Act of 2018. https://t.co/PyrGRTOFzR,43,Fox News
0.0,Wed Jun 06 16:22:11 +0000 2018,1.0,0.0,0.0,"Michigan WWII veteran who wished for 100 cards on 100th birthday receives more than 50,000 #ProudAmerican https://t.co/S336IGpuYT",44,Fox News
-0.743,Wed Jun 06 16:19:08 +0000 2018,0.69,0.31,0.0,"Virginia police chase stolen armored personnel carrier for more than 60 miles, soldier arrested - @travfed https://t.co/DtNJ9q1D9D",45,Fox News
0.5859,Wed Jun 06 16:04:29 +0000 2018,0.678,0.0,0.322,Incredible images of Canada's 'beauty berg' cause sensation https://t.co/caB6engmDb,46,Fox News
0.4404,Wed Jun 06 15:54:10 +0000 2018,0.674,0.0,0.326,"We remember, and give thanks. #DDay https://t.co/jVVotYmK7W",47,Fox News
-0.34,Wed Jun 06 15:48:05 +0000 2018,0.876,0.124,0.0,Breaking News: Massive blaze breaks out at luxury hotel in London; fire brigade says 100 firefighters responding https://t.co/QAWDKDO1RA,48,Fox News
0.0,Wed Jun 06 15:39:42 +0000 2018,1.0,0.0,0.0,"Citizens and first responders line the street of Dickson, Tennessee as the hearse carrying the body of Dickson Coun… https://t.co/xT6mwckXyh",49,Fox News
0.0,Wed Jun 06 15:36:01 +0000 2018,1.0,0.0,0.0,"RT @MikeEmanuelFox: Senate eyes agenda for canceled August recess - from @AmericaNewsroom today:

https://t.co/Hp1lf05NWe",50,Fox News
0.0,Wed Jun 06 15:33:47 +0000 2018,1.0,0.0,0.0,RT @ShepNewsTeam: COMING SOON: A new way to watch Shep! https://t.co/lUMLbbwxG1,51,Fox News
-0.4215,Wed Jun 06 15:24:33 +0000 2018,0.843,0.157,0.0,"OPINION: California breaks Democrats' hearts: 'Big, blue shutout' fails and other takeaways from Tuesday's primaries https://t.co/zDmSUv0kQM",52,Fox News
0.3612,Wed Jun 06 15:10:00 +0000 2018,0.878,0.0,0.122,".@GavinNewsom: ""It looks like voters will have a real choice this November, between a governor who will stand up to… https://t.co/5aO1niJAiK",53,Fox News
0.0,Wed Jun 06 15:03:29 +0000 2018,1.0,0.0,0.0,".@TheRealJohnHCox: ""Venezuela [is] what @GavinNewsom wants California to look like."" https://t.co/933HQ14R2r",54,Fox News
-0.5994,Wed Jun 06 15:00:38 +0000 2018,0.794,0.206,0.0,"On the 74th Anniversary of D-Day, a ceremony is held at the World War II Memorial. https://t.co/bm37ZrK3Cs",55,Fox News
0.0,Wed Jun 06 14:59:53 +0000 2018,1.0,0.0,0.0,Obama administration allegedly gave Iran access to US financial system https://t.co/2ldVj5YkLF,56,Fox News
0.2023,Wed Jun 06 14:59:41 +0000 2018,0.833,0.0,0.167,".@BlakemanB: ""20 years later, [@BillClinton's] still playing the victim."" https://t.co/Xzhj1mykpm",57,Fox News
-0.4767,Wed Jun 06 14:55:40 +0000 2018,0.744,0.256,0.0,Trump slams 'vicious' media coverage on Melania: 'All Fake' https://t.co/yCycceFSDd,58,Fox News
-0.7108,Wed Jun 06 14:33:56 +0000 2018,0.703,0.297,0.0,".@TheRealJohnHCox: ""@realDonaldTrump didn't create our housing crisis. Donald Trump didn't make our schools 45th in… https://t.co/BK8MB3jmzU",59,Fox News
-0.7096,Wed Jun 06 14:32:03 +0000 2018,0.629,0.371,0.0,Gennifer Flowers accuses @BillClinton of sexual harassment before their consensual relationship… https://t.co/wCQjTXVQQ4,60,Fox News
0.8885,Wed Jun 06 14:28:36 +0000 2018,0.386,0.123,0.491,".@TheRealJohnHCox: ""This is a gorgeous state. It's got wonderful natural beauty. It's got lousy political managemen… https://t.co/cgLO62YToW",61,Fox News
0.0,Wed Jun 06 14:27:30 +0000 2018,1.0,0.0,0.0,".@TheRealJohnHCox: ""We're going to repeal the gas tax first."" https://t.co/efzyZlFS4x",62,Fox News
-0.4767,Wed Jun 06 14:23:06 +0000 2018,0.78,0.22,0.0,"Trump slams 'vicious' media coverage on Melania: 'All Fake' - via @brookefoxnews 
https://t.co/yCycceohLF",63,Fox News
0.0,Wed Jun 06 14:20:48 +0000 2018,1.0,0.0,0.0,SOON: Philadelphia @Eagles coach to speak. https://t.co/4kfkQFkn9W,64,Fox News
0.0,Wed Jun 06 14:16:41 +0000 2018,1.0,0.0,0.0,.@SteveScalise returns to the field. https://t.co/x7lokO4hpF,65,Fox News
0.0,Wed Jun 06 14:10:01 +0000 2018,1.0,0.0,0.0,.@HouseGOP leaders hold weekly news conference https://t.co/CPrBuexS0N,66,Fox News
-0.5994,Wed Jun 06 14:01:36 +0000 2018,0.698,0.302,0.0,Memorial service marks 50 years since Robert F Kennedy Assassination https://t.co/BXR2x5uYsg,67,Fox News
0.1531,Wed Jun 06 13:54:30 +0000 2018,0.904,0.0,0.096,'It's Emotional to Me': Gold Star Dad Reveals Message From President @realDonaldTrump at @WhiteHouse Ceremony https://t.co/GXRbXeiwhX,68,Fox News
-0.8176,Wed Jun 06 13:51:25 +0000 2018,0.595,0.405,0.0,Customs officer involved in 'rape table' incident pleads guilty; two others indicted https://t.co/0BW0d4Y2Gs,69,Fox News
0.5859,Wed Jun 06 13:46:25 +0000 2018,0.817,0.0,0.183,"Nevada girl, 10, honored for shielding her young relatives from barrage of gunfire in Walmart parking lot https://t.co/s9mF27u56h",70,Fox News
-0.0431,Wed Jun 06 13:37:00 +0000 2018,0.713,0.147,0.139,NEWS ALERT: More than 100 people arrested in immigration raids on Ohio lawn and garden business. https://t.co/tbHNpDzHVG,71,Fox News
-0.4767,Wed Jun 06 13:28:36 +0000 2018,0.763,0.237,0.0,".@JohnFund: Odds of @TheDemocrats seizing the House just got worse  
https://t.co/8RKVK8fXRU",72,Fox News
-0.743,Wed Jun 06 12:54:54 +0000 2018,0.674,0.326,0.0,"Virginia police chase stolen armored personnel carrier for more than 60 miles, soldier arrested https://t.co/9yBKLC1GHI",73,Fox News
-0.3612,Wed Jun 06 12:44:50 +0000 2018,0.387,0.355,0.258,"US Army commander approves Bergdahl sentence, no prison time https://t.co/gIICl99ZtH",74,Fox News
0.0,Wed Jun 06 12:39:01 +0000 2018,1.0,0.0,0.0,Obama administration allegedly gave Iran access to US financial system https://t.co/2ldVj5YkLF,75,Fox News
0.624,Wed Jun 06 12:37:12 +0000 2018,0.774,0.0,0.226,.@charliekirk11: “This president is going to be the most successful president of our lifetime.” https://t.co/dGIly9wbri,76,Fox News
0.8271,Wed Jun 06 12:29:03 +0000 2018,0.573,0.0,0.427,Ronald Daigle: “We want justice…The president is trying to restore our faith in the justice system.”… https://t.co/vd1Bkh7kYP,77,Fox News
0.0,Wed Jun 06 12:20:37 +0000 2018,1.0,0.0,0.0,Spacecraft carrying American heading to @Space_Station @foxandfriends https://t.co/9nFa6ByMeY,78,Fox News
