Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
0.0,Wed Jun 06 12:16:58 +0000 2018,1.0,0.0,0.0,Japanese PM @AbeShinzo to meet @POTUS at @WhiteHouse @foxandfriends https://t.co/nNeNxz7Trb,79,Fox News
-0.5859,Wed Jun 06 12:04:39 +0000 2018,0.826,0.174,0.0,"RT @FoxNewsResearch: #OTD in 1944 → #DDay

•The Normandy invasion, code-named Operation Overlord, was the largest amphibious assault in his…",80,Fox News
-0.3818,Wed Jun 06 12:02:00 +0000 2018,0.885,0.115,0.0,"On this day in 1944, Allied troops landed along a stretch of fortified coastline to fight Nazi Germany on the beach… https://t.co/yY5G1LVBhb",81,Fox News
-0.1779,Wed Jun 06 11:52:58 +0000 2018,0.892,0.108,0.0,.@newtgingrich on @foxandfriends: “The Democrats have been shockingly unpatriotic in deliberately keeping all sorts… https://t.co/JzvpxZqOkp,82,Fox News
0.5106,Wed Jun 06 11:48:50 +0000 2018,0.852,0.0,0.148,.@newtgingrich on @foxandfriends: “I think that this is the moment to do welfare reform to encourage people to get… https://t.co/zWLwbIfxX4,83,Fox News
0.0,Wed Jun 06 11:45:00 +0000 2018,1.0,0.0,0.0,Remembering #DDay @FoxFriendsFirst https://t.co/YbgIpgjiH4,84,Fox News
0.0,Wed Jun 06 11:43:00 +0000 2018,1.0,0.0,0.0,Singapore hotel hosting Trump-Kim summit is on secluded island with pirate ties https://t.co/JqWjGP2Pdn,85,Fox News
0.0,Wed Jun 06 11:29:36 +0000 2018,1.0,0.0,0.0,Ceejay Metcalf on meeting @POTUS: “It was absolutely wonderful.” @foxandfriends https://t.co/BzutzMXar1,86,Fox News
0.5267,Wed Jun 06 11:24:23 +0000 2018,0.746,0.0,0.254,IHOP says it's changing iconic name; pancake lovers flip out https://t.co/wzFyKy4Gto,87,Fox News
0.0,Wed Jun 06 11:10:00 +0000 2018,1.0,0.0,0.0,.@JaniceDean gives an update on the weather on @FoxFriendsFirst https://t.co/85nhRz1wFg,88,Fox News
0.5859,Wed Jun 06 11:05:00 +0000 2018,0.787,0.0,0.213,OPINION: Remembering D-Day: The day we knew we were going to win (via @FoxNewsOpinion) https://t.co/lYUoGnuqJA,89,Fox News
0.0,Wed Jun 06 10:58:35 +0000 2018,1.0,0.0,0.0,.@POTUS and @FLOTUS to meet with @FEMA today @FoxFriendsFirst https://t.co/8aXUr8opdj,90,Fox News
-0.7845,Wed Jun 06 10:51:35 +0000 2018,0.566,0.434,0.0,"Kate Spade suffered from depression for years, sister says https://t.co/wqHHK2DDUc https://t.co/QxoVtGkBC9",91,Fox News
-0.8176,Wed Jun 06 10:46:14 +0000 2018,0.595,0.405,0.0,OPINION: @MarcThiessen: Shame on Google for treating the US military as evil https://t.co/ZUqa4j4nmn,92,Fox News
0.34,Wed Jun 06 10:39:04 +0000 2018,0.769,0.0,0.231,.@POTUS applauds @SenateMajLdr for skipping recess https://t.co/ae37dsiGd9 @FoxFriendsFirst https://t.co/vEy62O00Cb,93,Fox News
0.0,Wed Jun 06 10:34:41 +0000 2018,1.0,0.0,0.0,Today marks the 74th anniversary of #DDay @foxandfriends https://t.co/NLjKLwbujY,94,Fox News
0.0,Wed Jun 06 10:27:24 +0000 2018,1.0,0.0,0.0,.@Eagles coach to address canceled @WhiteHouse visit https://t.co/sSjnEdcMcc,95,Fox News
0.0,Wed Jun 06 10:15:31 +0000 2018,1.0,0.0,0.0,.@WhiteHouse announces location of Trump-Kim summit in Singapore https://t.co/mMOdXQVZdq https://t.co/ku4qAB5O2T,96,Fox News
-0.4404,Wed Jun 06 10:00:27 +0000 2018,0.756,0.244,0.0,"ICE raids Ohio lawn and garden business, arrests 114 https://t.co/cpiiGkmm9S",97,Fox News
-0.4767,Wed Jun 06 09:50:59 +0000 2018,0.807,0.193,0.0,Photo of Tennessee firefighter cradling little girl after car accident goes viral https://t.co/qHFR8H09fz https://t.co/uD7knwhQnq,98,Fox News
-0.4588,Wed Jun 06 09:37:40 +0000 2018,0.786,0.214,0.0,Alabama Republican who un-endorsed Trump in 2016 forced into runoff election https://t.co/yBUhzZL4IB,99,Fox News
-0.1531,Wed Jun 06 09:26:14 +0000 2018,0.873,0.127,0.0,Miss America dropping the swimsuit competition  from its nationally televised broadcast https://t.co/ZdVzkxqIYP,100,Fox News
0.0,Wed Jun 06 19:30:07 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/om61zaCPNx,1,The New York Times
-0.6705,Wed Jun 06 19:20:08 +0000 2018,0.738,0.214,0.048,"RT @kevinroose: I hated the scooter craze from afar. Then I went to LA and tried them, and now I want a scooter permanently attached to my…",2,The New York Times
0.0,Wed Jun 06 19:10:05 +0000 2018,1.0,0.0,0.0,U.S. Soccer has hired Earnie Stewart as the national team's general manager. His mission: to build a team that can… https://t.co/om9LJPS4AB,3,The New York Times
-0.7964,Wed Jun 06 19:00:03 +0000 2018,0.554,0.339,0.107,"RT @declanwalsh: Intimidation, abduction and an assault on social media. Can Pakistan's election be free when the journalists covering it a…",4,The New York Times
-0.5256,Wed Jun 06 18:50:08 +0000 2018,0.747,0.253,0.0,Hurricanes are lingering longer. That makes them more dangerous. https://t.co/ibTs2XeJQM https://t.co/3966lHbOuP,5,The New York Times
0.3612,Wed Jun 06 18:40:07 +0000 2018,0.902,0.0,0.098,"""I've made this dish twice now and, just like other posters here, it was completely gone by the end of the meal"" —… https://t.co/TsFtKK2Xn2",6,The New York Times
-0.4939,Wed Jun 06 18:30:05 +0000 2018,0.842,0.158,0.0,He ordered his uncle executed and half brother assassinated. He spent millions developing a hydrogen bomb and ICBMs… https://t.co/EcQ06Izzom,7,The New York Times
0.2484,Wed Jun 06 18:20:05 +0000 2018,0.895,0.0,0.105,Democratic candidates in California’s 7 most competitive House races are set to advance to the general election and… https://t.co/maodvYh832,8,The New York Times
0.0,Wed Jun 06 18:10:06 +0000 2018,1.0,0.0,0.0,"RT @joecoscarelli: spoke to @TierraWhack, the word-of-mouth artist of the moment, about her 15-song, 15-minute debut https://t.co/TvXWl6d0d…",9,The New York Times
-0.25,Wed Jun 06 18:00:09 +0000 2018,0.9,0.1,0.0,"""First we were students. Then survivors. Now family."" Read how a Parkland class where 1 in 4 students were struck b… https://t.co/qjiUg9KFRT",10,The New York Times
-0.4404,Wed Jun 06 17:50:05 +0000 2018,0.879,0.121,0.0,"RT @nytopinion: “The vast majority of the Eagles team decided to abandon their fans,” Sarah Huckabee Sanders said.

Hardly, says Glen Macno…",11,The New York Times
0.0,Wed Jun 06 17:40:08 +0000 2018,1.0,0.0,0.0,What Kate Spade stood for https://t.co/Oz6FiUaOcI https://t.co/bw51tvcEB2,12,The New York Times
-0.5423,Wed Jun 06 17:30:05 +0000 2018,0.857,0.143,0.0,"“A lump might gather in your throat during the opening titles, and dissolve into sniffles and sobs as the final cre… https://t.co/deGVm8GNQU",13,The New York Times
-0.6961,Wed Jun 06 17:20:06 +0000 2018,0.563,0.308,0.128,"President Trump: “The Fake News Media has been so unfair, and vicious, to my wife and our great First Lady, Melania” https://t.co/azUzOjG0IO",14,The New York Times
0.0,Wed Jun 06 17:10:08 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/4kFTjFY03i,15,The New York Times
-0.4588,Wed Jun 06 16:58:21 +0000 2018,0.796,0.146,0.058,President Trump commuted the sentence of a woman serving life in prison on a drug conviction after he was lobbied b… https://t.co/MBHJIOxkyl,16,The New York Times
0.34,Wed Jun 06 16:50:04 +0000 2018,0.876,0.0,0.124,The Roy Lichtenstein Foundation is giving around 400 artworks — about half its holdings — to the Whitney Museum https://t.co/W9BcGaCued,17,The New York Times
-0.5574,Wed Jun 06 16:40:10 +0000 2018,0.841,0.159,0.0,"San Francisco's new ban on the selling of flavored tobacco products, including menthol cigarettes, is said to be th… https://t.co/GpAdc7wQqs",18,The New York Times
0.0,Wed Jun 06 16:30:14 +0000 2018,1.0,0.0,0.0,RT @nytopinion: Scott Pruitt has once again been burnishing his reputation as the Trump administration’s biggest grifter https://t.co/HvrWp…,19,The New York Times
-0.2732,Wed Jun 06 16:20:07 +0000 2018,0.846,0.154,0.0,"50 years ago, feminists protested the Miss America pageant by throwing bras and girdles into a trash can. Now,… https://t.co/T1XFqkzESw",20,The New York Times
0.0,Wed Jun 06 16:10:03 +0000 2018,1.0,0.0,0.0,"A lot remains to be seen, but here’s what we know so far about the California primary https://t.co/A2LspQirrT",21,The New York Times
0.5719,Wed Jun 06 16:00:09 +0000 2018,0.856,0.0,0.144,"RT @NYTmag: 24 couples, 24 hours, 24 covers. On a single day in May, @NYTmag captured couples kissing in a truck, photographing them as the…",22,The New York Times
0.0,Wed Jun 06 15:50:04 +0000 2018,1.0,0.0,0.0,"Kanye West’s ""Ye"" is here. Let’s discuss. https://t.co/Tx4gaxZyN7 https://t.co/t8N6qhpPzc",23,The New York Times
0.0,Wed Jun 06 15:40:07 +0000 2018,1.0,0.0,0.0,"Their class was one of the hardest hit during the Parkland school shooting. Now, those who made it are trying to he… https://t.co/geZ4iRF0Bv",24,The New York Times
-0.2732,Wed Jun 06 15:28:28 +0000 2018,0.896,0.104,0.0,Breaking News: Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoni… https://t.co/LDgUqXio1q,25,The New York Times
0.0,Wed Jun 06 15:20:13 +0000 2018,1.0,0.0,0.0,"RT @nytimesarts: ""Sex and the City"" premiered on HBO 20 years ago today. Here is the first New York Times article referencing the show. htt…",26,The New York Times
0.0,Wed Jun 06 15:10:06 +0000 2018,1.0,0.0,0.0,"The yacht at the center of Britain's costliest divorce has a spa, a swimming pool, two heliports and room for 18 gu… https://t.co/wfwHQF0dJD",27,The New York Times
0.0,Wed Jun 06 15:00:21 +0000 2018,1.0,0.0,0.0,"The NYT review of ""Ocean's 8"" https://t.co/Sa7qjHrZP4",28,The New York Times
0.5574,Wed Jun 06 14:50:08 +0000 2018,0.859,0.0,0.141,RT @abscribe: Spent some time with a remarkable group of #MSD students from one history class. A story about healing.  ‘Are We Going to Die…,29,The New York Times
0.0,Wed Jun 06 14:40:08 +0000 2018,1.0,0.0,0.0,RT @tariqpanja: Went to Morocco and Holland to understand how Morocco has come to be team at this year's World Cup with the most foreign bo…,30,The New York Times
0.0,Wed Jun 06 14:31:06 +0000 2018,1.0,0.0,0.0,"In Opinion

The editorial board writes, ""Ambassadors do not represent a president; they represent a state, and they… https://t.co/2sV7taMSVc",31,The New York Times
0.0772,Wed Jun 06 14:20:06 +0000 2018,0.793,0.097,0.11,"An unknown caller falsely reported that there was someone with a weapon inside the home of David Hogg, a survivor o… https://t.co/oYkhveVBFO",32,The New York Times
0.0,Wed Jun 06 14:11:03 +0000 2018,1.0,0.0,0.0,A German far-right leader was swimming in a lake near his house when a man grabbed his clothes. The thief's parting… https://t.co/jmULPWR231,33,The New York Times
0.4939,Wed Jun 06 14:00:10 +0000 2018,0.849,0.0,0.151,Vladimir Putin is now casting himself as a reliable friend and trading partner to Europe as the Trump Administratio… https://t.co/mLnys22EJW,34,The New York Times
0.0516,Wed Jun 06 13:50:06 +0000 2018,0.943,0.0,0.057,"Bill Clinton admitted that the ""Today"" interview ""wasn't my finest hour."" But then he doubled down on much of what… https://t.co/kuFffClpwV",35,The New York Times
0.0,Wed Jun 06 13:40:04 +0000 2018,1.0,0.0,0.0,RT @MichaelPaulson: He's one of Broadway's big three theater owners. But he's unlike any theater impresario you've seen before. A profile o…,36,The New York Times
0.0,Wed Jun 06 13:30:07 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/H5zUOKoq0v,37,The New York Times
0.0,Wed Jun 06 13:14:01 +0000 2018,1.0,0.0,0.0,"Gavin Newsom, the Democratic lieutenant governor and former mayor of San Francisco, took a major step in his bid to… https://t.co/URxxntv4rH",38,The New York Times
0.0,Wed Jun 06 13:00:07 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/lM4Ml4Iq8F https://t.co/Q38v6OjOvD,39,The New York Times
-0.5267,Wed Jun 06 12:44:04 +0000 2018,0.804,0.196,0.0,"Aaron Persky, the California judge who sentenced Brock Turner to just six months in jail for sexually assaulting an… https://t.co/NSlLMUslMi",40,The New York Times
0.0,Wed Jun 06 12:29:05 +0000 2018,1.0,0.0,0.0,"The Trump administration is using its envoys, ""even in our closest allies, to advance a nationalist and very aggres… https://t.co/SAcdPBeSOj",41,The New York Times
0.0,Wed Jun 06 12:21:06 +0000 2018,1.0,0.0,0.0,"Senator Mitch McConnell announced that he is canceling most of the Senate’s monthlong August recess, a change that… https://t.co/DU2Mppfjr6",42,The New York Times
0.1779,Wed Jun 06 12:15:00 +0000 2018,0.779,0.095,0.126,"@AmyMek The reporter was accused by @AmyMek's supporters of ""doxxing"" her and her family. Then they doxxed him. ""Th… https://t.co/RgFezhwnF2",43,The New York Times
0.34,Wed Jun 06 12:12:12 +0000 2018,0.888,0.0,0.112,"@AmyMek The backlash for the restaurant was instantaneous: It played out on Twitter, on Facebook and in bogus revie… https://t.co/2Lld1QkScX",44,The New York Times
-0.4404,Wed Jun 06 12:11:03 +0000 2018,0.847,0.153,0.0,"HuffPost wrote a profile of @AmyMek, a prolific Twitter firebrand who frequently attacks Islam. It revealed her nam… https://t.co/dkbE7MMihH",45,The New York Times
0.6369,Wed Jun 06 12:00:06 +0000 2018,0.755,0.0,0.245,"Your daily @DealBook Briefing:

• Did national security take a back seat in Facebook’s data sharing? 

• ZTE may so… https://t.co/McAFeF0Ala",46,The New York Times
0.0,Wed Jun 06 11:50:04 +0000 2018,1.0,0.0,0.0,5 takeaways from Tuesday's primary elections https://t.co/CuTUvtOC68,47,The New York Times
0.0,Wed Jun 06 11:40:04 +0000 2018,1.0,0.0,0.0,"Sean Patrick Maloney, a Hudson Valley Democrat and New York's first openly gay member of Congress, will run for New… https://t.co/Acw6PJqSBf",48,The New York Times
-0.4019,Wed Jun 06 11:31:05 +0000 2018,0.87,0.13,0.0,"A printing error improperly left about 119,000 names off voting rosters in Los Angeles County, forcing many to cast… https://t.co/8T4awtg5Ua",49,The New York Times
0.0,Wed Jun 06 11:14:04 +0000 2018,1.0,0.0,0.0,"Nook spent the first few years of his life in an affluent suburb. But when he returned to Baltimore, he became part… https://t.co/AbkzT6PZbo",50,The New York Times
0.0,Wed Jun 06 11:00:11 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/FDlBt3Y7RQ,51,The New York Times
0.34,Wed Jun 06 10:44:06 +0000 2018,0.866,0.0,0.134,"""What's happening here is you have a president saying, 'I can do what I want to do.' Well, are you going to do it o… https://t.co/z4GcIzQzPN",52,The New York Times
0.0,Wed Jun 06 10:31:03 +0000 2018,1.0,0.0,0.0,"All European Union countries must recognize same-sex marriage, at least in relation to immigration cases where one… https://t.co/Vx9Z7p9gjY",53,The New York Times
0.0,Wed Jun 06 10:14:06 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/zx3R7ub70a https://t.co/iU0ceDkjgx,54,The New York Times
0.2247,Wed Jun 06 10:03:04 +0000 2018,0.9,0.0,0.1,"""Of course it has to be led by a man"" he said, ""because it is a very challenging position"" https://t.co/LliNVBNxE8",55,The New York Times
0.6597,Wed Jun 06 09:45:02 +0000 2018,0.769,0.0,0.231,"""When you realize that your country has become a cemetery of dreams, you need to find dreams elsewhere."" Many Greek… https://t.co/kaT3dbNbjD",56,The New York Times
0.7845,Wed Jun 06 09:31:07 +0000 2018,0.506,0.101,0.392,Ethiopia announced that it would accept a 2000 peace agreement with Eritrea over their disputed border https://t.co/Ruxdoq9ni2,57,The New York Times
0.0,Wed Jun 06 09:16:03 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/Es2ZYkx9EC,58,The New York Times
-0.128,Wed Jun 06 09:00:05 +0000 2018,0.731,0.146,0.123,"Alexander Gauland, the co-leader of a German anti-immigrant party, had his clothes stolen while he was swimming in… https://t.co/BD1xJjJMLv",59,The New York Times
-0.34,Wed Jun 06 08:45:04 +0000 2018,0.888,0.112,0.0,"Greece's long feud with Macedonia, the Balkan neighbor that claims the same ancient name as its northern region, is… https://t.co/iKBOU20WGs",60,The New York Times
0.0,Wed Jun 06 08:30:12 +0000 2018,1.0,0.0,0.0,"The NYT review of ""Ocean's 8"" https://t.co/tZZzL1jstD",61,The New York Times
0.6597,Wed Jun 06 08:14:03 +0000 2018,0.787,0.0,0.213,RT @nytimesworld: Putin disavows any desire to divide the European Union as he watches the Trump administration treat its Western allies as…,62,The New York Times
0.0,Wed Jun 06 08:05:04 +0000 2018,1.0,0.0,0.0,"Here's a look at the key races in the California primary https://t.co/8IZ85kf0tq
And here are the results, as they… https://t.co/Gma8JIifv5",63,The New York Times
0.0,Wed Jun 06 08:02:01 +0000 2018,1.0,0.0,0.0,"More children in Afghanistan are out of school now than a few years ago, according to a study by Unicef. Its execut… https://t.co/6EzLq5TrIE",64,The New York Times
0.0,Wed Jun 06 07:45:09 +0000 2018,1.0,0.0,0.0,"Giant salamander farms in China ""are driving the extinction of most of the species by homogenizing them"" https://t.co/i4X5fbm3AI",65,The New York Times
-0.0258,Wed Jun 06 07:32:02 +0000 2018,0.942,0.058,0.0,"Aaron Persky, the California judge who sentenced a Stanford student to just six months in jail for sexually assault… https://t.co/XElUHKQFrT",66,The New York Times
-0.5106,Wed Jun 06 07:17:03 +0000 2018,0.837,0.163,0.0,"Separating children from migrant families entering the U.S. violates their rights and international law, the UN's h… https://t.co/6EqWJTorcG",67,The New York Times
-0.0772,Wed Jun 06 07:01:27 +0000 2018,0.779,0.117,0.104,"RT @nytDeniseGrady: Immunotherapy can be a lifesaver for people with cancer, but sometimes it can backfire. Here's what happened to 3 patie…",68,The New York Times
-0.5423,Wed Jun 06 06:54:50 +0000 2018,0.758,0.18,0.062,"California voters recalled Judge Aaron Persky, who gave a 6-month sentence for sexual assault. He's the first judge… https://t.co/ohbWSHnixT",69,The New York Times
0.0,Wed Jun 06 06:45:03 +0000 2018,1.0,0.0,0.0,"Iran announced that it had completed a new centrifuge assembly center, in a first step to increasing its nuclear en… https://t.co/X0AvNmD8ER",70,The New York Times
0.0,Wed Jun 06 06:31:06 +0000 2018,1.0,0.0,0.0,"Updated: California election results, as they come in https://t.co/YBMAiq2YVl https://t.co/X7JkeYg3WP",71,The New York Times
0.0,Wed Jun 06 06:21:01 +0000 2018,1.0,0.0,0.0,RT @nytfood: 500 pages. 300 recipes. @anissahelou traveled the world to document the foods of the Muslim diaspora in her new cookbook. http…,72,The New York Times
0.0,Wed Jun 06 05:56:06 +0000 2018,1.0,0.0,0.0,"RT @nytpolitics: On a work email chain that included the White House statement about Sadler’s departure, Meghan McCain replied to everyone:…",73,The New York Times
-0.1184,Wed Jun 06 05:49:21 +0000 2018,0.77,0.139,0.09,RT @melbournecoal: Villaraigosa party appears to be on its last legs. Still not sure people here are aware the AP has called the race. No s…,74,The New York Times
0.0,Wed Jun 06 05:45:38 +0000 2018,1.0,0.0,0.0,"RT @jdelreal: ""Hello California! We put a businessman in the White House, let's but a businessman in the governor's mansion!"" John Cox anno…",75,The New York Times
0.0,Wed Jun 06 05:41:51 +0000 2018,1.0,0.0,0.0,"Live election results in California, as they come in https://t.co/rLXer90QON",76,The New York Times
0.0,Wed Jun 06 05:40:43 +0000 2018,1.0,0.0,0.0,"John Cox, a Republican businessman, will compete with Gavin Newsom for governor of California https://t.co/cQUzJyKLOQ",77,The New York Times
0.4767,Wed Jun 06 05:35:33 +0000 2018,0.773,0.0,0.227,"Breaking News: California, a bastion of anti-Trump energy, advanced a Democratic former San Francisco mayor and a G… https://t.co/v0jE9s9HnO",78,The New York Times
-0.296,Wed Jun 06 05:32:18 +0000 2018,0.753,0.161,0.086,"RT @adamnagourney: Gavin Newsom left no doubt just now how he is going to frame a campaign against John Cox. ""“It looks like voters are goi…",79,The New York Times
0.0,Wed Jun 06 05:32:02 +0000 2018,1.0,0.0,0.0,"RT @NYTNational: When asked what he would say to Trump if they were in a room together, Mike Levin, a Democratic candidate in California's…",80,The New York Times
0.5719,Wed Jun 06 05:23:43 +0000 2018,0.837,0.0,0.163,"Deb Haaland won her district's Democratic primary in New Mexico, bringing her closer to becoming the first Native A… https://t.co/tgqkQXGbC9",81,The New York Times
0.0,Wed Jun 06 05:02:04 +0000 2018,1.0,0.0,0.0,Lava flows from the Kilauea volcano on Hawaii’s Big Island wiped out hundreds more homes and then quickly filled a… https://t.co/kxH9TFDLfA,82,The New York Times
0.0,Wed Jun 06 04:49:27 +0000 2018,1.0,0.0,0.0,"RT @adamnagourney: Villaraigosa notes that 118,000 voters not on the voting rolls when they turned up to vote in LA. . Still, he is now abo…",83,The New York Times
-0.6705,Wed Jun 06 04:47:04 +0000 2018,0.83,0.17,0.0,"RT @NYTMetro: For girls who were teens in Manhattan in the 1990s and pined for a Kate Spade bag, the designer's apparent suicide reverberat…",84,The New York Times
0.5719,Wed Jun 06 04:28:53 +0000 2018,0.709,0.0,0.291,Gavin Newsom Wins Spot in California Election for Governor https://t.co/J6dFNoMAam,85,The New York Times
0.0,Wed Jun 06 04:27:01 +0000 2018,1.0,0.0,0.0,"Gavin Newsom, candidate for governor of California, got 1 of 2 spots on the November ballot https://t.co/7qRTwPThU9",86,The New York Times
0.0,Wed Jun 06 04:17:03 +0000 2018,1.0,0.0,0.0,California election live results https://t.co/5D3cTZuJK6,87,The New York Times
-0.4019,Wed Jun 06 04:02:12 +0000 2018,0.876,0.124,0.0,"A printing error left about 119,000 names off voting rosters in the Los Angeles area, according to the county clerk… https://t.co/h8GMPD3VH6",88,The New York Times
0.0,Wed Jun 06 04:02:02 +0000 2018,1.0,0.0,0.0,"One of the first of a wave of American women contemporary designers who emerged in the 1990s, Kate Spade built a br… https://t.co/0wiSUQXmiE",89,The New York Times
0.0,Wed Jun 06 03:47:05 +0000 2018,1.0,0.0,0.0,Iowa election live results https://t.co/xsdBrqG6yo,90,The New York Times
0.0258,Wed Jun 06 03:32:06 +0000 2018,0.939,0.0,0.061,"Bill Clinton acknowledged his defensive reaction about Monica Lewinsky during an interview. It ""wasn't my finest ho… https://t.co/Btkzy90oo1",91,The New York Times
0.0,Wed Jun 06 03:22:58 +0000 2018,1.0,0.0,0.0,"RT @ShaneGoldmacher: Even while saying Monday was not his ""finest hour,"" Bill Clinton takes a dig tonight at Craig Melvin: ""I should have r…",92,The New York Times
0.5719,Wed Jun 06 03:17:07 +0000 2018,0.622,0.107,0.271,"A former Navy pilot, a veteran White House national security adviser and a conservative gun rights advocate won Dem… https://t.co/i4IIirALjS",93,The New York Times
0.0,Wed Jun 06 03:03:20 +0000 2018,1.0,0.0,0.0,California election live results https://t.co/2tfaYxZqn9,94,The New York Times
-0.1027,Wed Jun 06 02:47:05 +0000 2018,0.864,0.077,0.059,At Tesla's annual meeting came a rare challenge from investors who sought to shake up the board and force Elon Musk… https://t.co/bfgZm9tBre,95,The New York Times
0.0,Wed Jun 06 02:32:06 +0000 2018,1.0,0.0,0.0,"The Kate Spade label started simply, with its designer and future husband at the helm, and grew into a $2.4 billion… https://t.co/RATXLmBBz1",96,The New York Times
0.3612,Wed Jun 06 02:31:41 +0000 2018,0.906,0.0,0.094,"RT @jdelreal: Im here at the US Grant Hotel in San Diego, where CA GOP gubernatorial candidate John Cox is hosting his election night party…",97,The New York Times
0.4019,Wed Jun 06 02:27:04 +0000 2018,0.891,0.0,0.109,"RT @melbournecoal: I’m at Antonio Villaraigosa’s election night party, in downtown Los Angeles. Polls close in less than an hour and the me…",98,The New York Times
-0.6868,Wed Jun 06 02:25:59 +0000 2018,0.809,0.191,0.0,"RT @mattfleg: Already sick of California? Unsure what to do for the next 36 minutes? Either way, read @NYTnickc and me on all the other sta…",99,The New York Times
0.0,Wed Jun 06 02:17:03 +0000 2018,1.0,0.0,0.0,"RT @Nate_Cohn: NYT election results for NJ, AL, MT, SD, NM, IA, MS, and CA (did i remember them all?) are here, for those who haven't found…",100,The New York Times
